P 350, -100, 0, 0, 0, 0, 2, Level_1_(Top)
P 350, -75, -42, 255, 102, 255, 2, Level_2
P 350, -50, -86, 204, 0, 204, 2, Level_3
P 350, -25, -116, 178, 102, 255, 2, Level_4
P 350, 0, -149, 102, 0, 204, 2, Level_5_(Bottom)
L 144.0, 94.0, -131.0, 144.0, 96.0, -131.0, 102, 0, 204
L 153.0, 94.0, -131.0, 150.0, 94.0, -131.0, 205, 133, 63
L 146.0, 92.0, -131.0, 146.0, 94.0, -131.0, 205, 133, 63
L 146.0, 94.0, -131.0, 144.0, 94.0, -131.0, 205, 133, 63
L 146.0, 94.0, -131.0, 146.0, 96.0, -131.0, 205, 133, 63
L 150.0, 92.0, -131.0, 150.0, 94.0, -131.0, 205, 133, 63
L 150.0, 94.0, -131.0, 150.0, 96.0, -131.0, 205, 133, 63
L 129.0, 83.0, -131.0, 159.0, 83.0, -131.0, 102, 0, 204
L 127.0, 90.0, -131.0, 127.0, 85.0, -131.0, 205, 133, 63
L 132.0, 90.0, -131.0, 132.0, 85.0, -131.0, 205, 133, 63
L 129.0, 92.0, -131.0, 127.0, 92.0, -131.0, 102, 0, 204
L 129.0, 83.0, -131.0, 129.0, 85.0, -131.0, 205, 133, 63
L 127.0, 90.0, -131.0, 129.0, 90.0, -131.0, 205, 133, 63
L 129.0, 90.0, -131.0, 129.0, 92.0, -131.0, 205, 133, 63
L 129.0, 90.0, -131.0, 132.0, 90.0, -131.0, 205, 133, 63
L 132.0, 85.0, -131.0, 129.0, 85.0, -131.0, 205, 133, 63
L 129.0, 85.0, -131.0, 127.0, 85.0, -131.0, 205, 133, 63
L 110.0, 157.0, -131.0, 114.0, 157.0, -131.0, 205, 133, 63
L 114.0, 153.0, -131.0, 110.0, 153.0, -131.0, 205, 133, 63
L 114.0, 153.0, -131.0, 114.0, 155.0, -131.0, 205, 133, 63
L 110.0, 153.0, -131.0, 110.0, 155.0, -131.0, 205, 133, 63
L 108.0, 155.0, -131.0, 108.0, 153.0, -131.0, 102, 0, 204
L 117.0, 155.0, -131.0, 117.0, 157.0, -131.0, 102, 0, 204
L 108.0, 155.0, -131.0, 110.0, 155.0, -131.0, 205, 133, 63
L 114.0, 155.0, -131.0, 114.0, 157.0, -131.0, 205, 133, 63
L 110.0, 155.0, -131.0, 110.0, 157.0, -131.0, 205, 133, 63
L 114.0, 155.0, -131.0, 117.0, 155.0, -131.0, 205, 133, 63
L 124.0, 150.0, -131.0, 124.0, 118.0, -131.0, 102, 0, 204
L 141.0, 118.0, -131.0, 141.0, 116.0, -131.0, 205, 133, 63
L 132.0, 115.0, -131.0, 124.0, 115.0, -131.0, 102, 0, 204
L 132.0, 115.0, -131.0, 132.0, 116.0, -131.0, 102, 0, 204
L 124.0, 118.0, -131.0, 132.0, 118.0, -131.0, 102, 0, 204
L 139.0, 115.0, -131.0, 134.0, 115.0, -131.0, 205, 133, 63
L 139.0, 118.0, -131.0, 134.0, 118.0, -131.0, 205, 133, 63
L 141.0, 116.0, -131.0, 141.0, 115.0, -131.0, 102, 0, 204
L 132.0, 116.0, -131.0, 132.0, 118.0, -131.0, 102, 0, 204
L 141.0, 116.0, -131.0, 139.0, 116.0, -131.0, 205, 133, 63
L 134.0, 115.0, -131.0, 134.0, 116.0, -131.0, 205, 133, 63
L 134.0, 116.0, -131.0, 132.0, 116.0, -131.0, 205, 133, 63
L 134.0, 116.0, -131.0, 134.0, 118.0, -131.0, 205, 133, 63
L 139.0, 118.0, -131.0, 139.0, 116.0, -131.0, 205, 133, 63
L 139.0, 116.0, -131.0, 139.0, 115.0, -131.0, 205, 133, 63
L 108.0, 103.0, -131.0, 113.0, 103.0, -131.0, 205, 133, 63
L 113.0, 106.0, -131.0, 108.0, 106.0, -131.0, 205, 133, 63
L 113.0, 103.0, -131.0, 113.0, 104.0, -131.0, 205, 133, 63
L 108.0, 103.0, -131.0, 108.0, 104.0, -131.0, 205, 133, 63
L 106.0, 104.0, -131.0, 106.0, 106.0, -131.0, 102, 0, 204
L 115.0, 104.0, -131.0, 115.0, 103.0, -131.0, 102, 0, 204
L 106.0, 104.0, -131.0, 108.0, 104.0, -131.0, 205, 133, 63
L 113.0, 104.0, -131.0, 113.0, 106.0, -131.0, 205, 133, 63
L 108.0, 104.0, -131.0, 108.0, 106.0, -131.0, 205, 133, 63
L 113.0, 104.0, -131.0, 115.0, 104.0, -131.0, 205, 133, 63
L 79.0, 97.0, -131.0, 79.0, 102.0, -131.0, 205, 133, 63
L 82.0, 97.0, -131.0, 82.0, 102.0, -131.0, 205, 133, 63
L 81.0, 95.0, -131.0, 82.0, 95.0, -131.0, 102, 0, 204
L 81.0, 104.0, -131.0, 82.0, 104.0, -131.0, 102, 0, 204
L 81.0, 95.0, -131.0, 81.0, 97.0, -131.0, 205, 133, 63
L 79.0, 102.0, -131.0, 81.0, 102.0, -131.0, 205, 133, 63
L 81.0, 102.0, -131.0, 81.0, 104.0, -131.0, 205, 133, 63
L 81.0, 102.0, -131.0, 82.0, 102.0, -131.0, 205, 133, 63
L 79.0, 97.0, -131.0, 81.0, 97.0, -131.0, 205, 133, 63
L 81.0, 97.0, -131.0, 82.0, 97.0, -131.0, 205, 133, 63
L 14.0, 99.0, -131.0, 14.0, 104.0, -131.0, 205, 133, 63
L 19.0, 104.0, -131.0, 19.0, 99.0, -131.0, 205, 133, 63
L 16.0, 97.0, -131.0, 19.0, 97.0, -131.0, 102, 0, 204
L 16.0, 106.0, -131.0, 19.0, 106.0, -131.0, 102, 0, 204
L 16.0, 97.0, -131.0, 16.0, 99.0, -131.0, 205, 133, 63
L 14.0, 104.0, -131.0, 16.0, 104.0, -131.0, 205, 133, 63
L 16.0, 104.0, -131.0, 16.0, 106.0, -131.0, 205, 133, 63
L 16.0, 104.0, -131.0, 19.0, 104.0, -131.0, 205, 133, 63
L 14.0, 99.0, -131.0, 16.0, 99.0, -131.0, 205, 133, 63
L 16.0, 99.0, -131.0, 19.0, 99.0, -131.0, 205, 133, 63
L 47.0, -23.0, -131.0, 47.0, -14.0, -131.0, 205, 133, 63
L 52.0, -14.0, -131.0, 52.0, -23.0, -131.0, 205, 133, 63
L 47.0, -23.0, -131.0, 49.0, -23.0, -131.0, 205, 133, 63
L 47.0, -14.0, -131.0, 49.0, -14.0, -131.0, 205, 133, 63
L 49.0, -9.0, -131.0, 47.0, -9.0, -131.0, 102, 0, 204
L 49.0, -28.0, -131.0, 47.0, -28.0, -131.0, 102, 0, 204
L 49.0, -9.0, -131.0, 49.0, -14.0, -131.0, 205, 133, 63
L 49.0, -23.0, -131.0, 52.0, -23.0, -131.0, 205, 133, 63
L 49.0, -14.0, -131.0, 52.0, -14.0, -131.0, 205, 133, 63
L 49.0, -23.0, -131.0, 49.0, -28.0, -131.0, 205, 133, 63
L 51.0, -125.0, -131.0, 51.0, -124.0, -131.0, 102, 0, 204
L 42.0, -124.0, -131.0, 42.0, -74.0, -131.0, 102, 0, 204
L 48.0, -122.0, -131.0, 44.0, -122.0, -131.0, 205, 133, 63
L 44.0, -125.0, -131.0, 48.0, -125.0, -131.0, 205, 133, 63
L 44.0, -125.0, -131.0, 44.0, -124.0, -131.0, 205, 133, 63
L 48.0, -122.0, -131.0, 48.0, -124.0, -131.0, 205, 133, 63
L 51.0, -124.0, -131.0, 50.0, -122.0, -131.0, 102, 0, 204
L 51.0, -124.0, -131.0, 48.0, -124.0, -131.0, 205, 133, 63
L 44.0, -124.0, -131.0, 44.0, -122.0, -131.0, 205, 133, 63
L 48.0, -124.0, -131.0, 48.0, -125.0, -131.0, 205, 133, 63
L 44.0, -124.0, -131.0, 42.0, -124.0, -131.0, 205, 133, 63
L 52.0, -166.0, -131.0, 54.0, -166.0, -131.0, 102, 0, 204
L 52.0, -175.0, -131.0, 54.0, -175.0, -131.0, 102, 0, 204
L 52.0, -166.0, -131.0, 52.0, -168.0, -131.0, 205, 133, 63
L 51.0, -168.0, -131.0, 51.0, -172.0, -131.0, 205, 133, 63
L 54.0, -172.0, -131.0, 54.0, -168.0, -131.0, 205, 133, 63
L 54.0, -168.0, -131.0, 52.0, -168.0, -131.0, 205, 133, 63
L 52.0, -168.0, -131.0, 51.0, -168.0, -131.0, 205, 133, 63
L 51.0, -172.0, -131.0, 52.0, -172.0, -131.0, 205, 133, 63
L 52.0, -172.0, -131.0, 52.0, -175.0, -131.0, 205, 133, 63
L 52.0, -172.0, -131.0, 54.0, -172.0, -131.0, 205, 133, 63
L 3.0, -163.0, -131.0, 8.0, -163.0, -131.0, 205, 133, 63
L 3.0, -166.0, -131.0, 8.0, -166.0, -131.0, 205, 133, 63
L 1.0, -165.0, -131.0, 1.0, -166.0, -131.0, 102, 0, 204
L 10.0, -165.0, -131.0, 10.0, -166.0, -131.0, 102, 0, 204
L 1.0, -165.0, -131.0, 3.0, -165.0, -131.0, 205, 133, 63
L 8.0, -163.0, -131.0, 8.0, -165.0, -131.0, 205, 133, 63
L 8.0, -165.0, -131.0, 10.0, -165.0, -131.0, 205, 133, 63
L 8.0, -165.0, -131.0, 8.0, -166.0, -131.0, 205, 133, 63
L 3.0, -163.0, -131.0, 3.0, -165.0, -131.0, 205, 133, 63
L 3.0, -165.0, -131.0, 3.0, -166.0, -131.0, 205, 133, 63
L 53.0, 71.0, -131.0, 53.0, 66.0, -131.0, 205, 133, 63
L 50.0, 66.0, -131.0, 50.0, 71.0, -131.0, 205, 133, 63
L 53.0, 71.0, -131.0, 52.0, 71.0, -131.0, 205, 133, 63
L 50.0, 66.0, -131.0, 52.0, 66.0, -131.0, 205, 133, 63
L 52.0, 64.0, -131.0, 14.0, 64.0, -131.0, 102, 0, 204
L 52.0, 73.0, -131.0, 53.0, 73.0, -131.0, 102, 0, 204
L 52.0, 64.0, -131.0, 52.0, 66.0, -131.0, 205, 133, 63
L 52.0, 71.0, -131.0, 50.0, 71.0, -131.0, 205, 133, 63
L 52.0, 66.0, -131.0, 53.0, 66.0, -131.0, 205, 133, 63
L 52.0, 71.0, -131.0, 52.0, 73.0, -131.0, 205, 133, 63
L -17.0, 139.0, -131.0, -17.0, 129.0, -131.0, 205, 133, 63
L -20.0, 129.0, -131.0, -20.0, 139.0, -131.0, 205, 133, 63
L -17.0, 129.0, -131.0, -18.0, 129.0, -131.0, 205, 133, 63
L -17.0, 139.0, -131.0, -18.0, 139.0, -131.0, 205, 133, 63
L -18.0, 139.0, -131.0, -20.0, 139.0, -131.0, 205, 133, 63
L -18.0, 145.0, -131.0, -19.0, 145.0, -131.0, 102, 0, 204
L -18.0, 139.0, -131.0, -18.0, 145.0, -131.0, 205, 133, 63
L -18.0, 124.0, -131.0, -19.0, 124.0, -131.0, 102, 0, 204
L -18.0, 124.0, -131.0, -18.0, 129.0, -131.0, 205, 133, 63
L -18.0, 129.0, -131.0, -20.0, 129.0, -131.0, 205, 133, 63
L 67.0, 11.0, -47.0, 78.0, 11.0, -47.0, 255, 102, 255
L 67.0, 22.0, -47.0, 65.0, 22.0, -47.0, 255, 102, 255
L 67.0, 11.0, -47.0, 67.0, 14.0, -47.0, 205, 133, 63
L 69.0, 19.0, -47.0, 69.0, 14.0, -47.0, 205, 133, 63
L 65.0, 14.0, -47.0, 65.0, 19.0, -47.0, 205, 133, 63
L 65.0, 14.0, -47.0, 67.0, 14.0, -47.0, 205, 133, 63
L 67.0, 14.0, -47.0, 69.0, 14.0, -47.0, 205, 133, 63
L 65.0, 19.0, -47.0, 67.0, 19.0, -47.0, 205, 133, 63
L 67.0, 19.0, -47.0, 67.0, 22.0, -47.0, 205, 133, 63
L 67.0, 19.0, -47.0, 69.0, 19.0, -47.0, 205, 133, 63
L 166.0, 137.0, -48.0, 166.0, 139.0, -48.0, 255, 102, 255
L 176.0, 137.0, -48.0, 176.0, 139.0, -48.0, 255, 102, 255
L 169.0, 141.0, -48.0, 173.0, 141.0, -48.0, 205, 133, 63
L 173.0, 137.0, -48.0, 169.0, 137.0, -48.0, 205, 133, 63
L 166.0, 139.0, -48.0, 166.0, 141.0, -48.0, 255, 102, 255
L 176.0, 139.0, -48.0, 176.0, 142.0, -48.0, 255, 102, 255
L 166.0, 139.0, -48.0, 169.0, 139.0, -48.0, 205, 133, 63
L 173.0, 137.0, -48.0, 173.0, 139.0, -48.0, 205, 133, 63
L 173.0, 139.0, -48.0, 176.0, 139.0, -48.0, 205, 133, 63
L 173.0, 139.0, -48.0, 173.0, 141.0, -48.0, 205, 133, 63
L 169.0, 141.0, -48.0, 169.0, 139.0, -48.0, 205, 133, 63
L 169.0, 139.0, -48.0, 169.0, 137.0, -48.0, 205, 133, 63
L 166.0, 137.0, -48.0, 162.0, 137.0, -48.0, 255, 102, 255
L -98.0, -118.0, -108.0, -102.0, -118.0, -108.0, 255, 165, 0
L -98.0, -110.0, -85.0, -102.0, -110.0, -85.0, 255, 165, 0
L -102.0, -110.0, -85.0, -102.0, -118.0, -108.0, 255, 165, 0
L -161.0, -243.0, 4.0, -161.0, -246.5, 4.0, 0, 0, 0
L 14.0, 117.0, 0.0, 0.0, 117.0, 0.0, 0, 0, 0
L 14.0, 104.0, 0.0, 0.0, 104.0, 0.0, 0, 0, 0
L -136.0, -246.5, 2.0, -136.0, -250.0, 2.0, 0, 0, 0
L -161.0, -246.5, 4.0, -161.0, -250.0, 4.0, 0, 0, 0
L -136.0, -246.5, 2.0, -161.0, -246.5, 4.0, 199, 21, 133
